OrderID,OrderDate,City,Region,Category,Product,CustomerID,CustomerType,PaymentMode,Quantity,Sales,Cost,DiscountPercent,Profit,ProfitMargin_%
495,2023-05-10,Delhi,North,Clothing,Laptop,1789,New,Card,2,11662,9199,28,2463,21.12
496,2023-05-11,Chennai,West,Furniture,Sofa,1625,New,Net Banking,5,5899,14455,5,-8556,-145.04
497,2023-05-12,Hyderabad,North,Furniture,Table,1238,Returning,Card,6,29582,29637,26,-55,-0.19
498,2023-05-13,Chennai,South,Electronics,Table,1132,Returning,Cash,1,49828,20362,21,29466,59.14
499,2023-05-14,Chennai,North,Furniture,Shirt,1998,New,Card,6,2935,3156,26,-221,-7.53
500,2023-05-15,Chennai,South,Groceries,Rice,1785,New,Cash,3,43213,26197,5,17016,39.38
501,2023-05-16,Mumbai,North,Furniture,Rice,1165,New,Card,4,43042,17173,20,25869,60.1
502,2023-05-17,Chennai,West,Furniture,Table,1373,New,Cash,6,11335,23895,7,-12560,-110.81
503,2023-05-18,Delhi,South,Groceries,Laptop,1372,New,Net Banking,8,18669,6358,12,12311,65.94
504,2023-05-19,Hyderabad,North,Electronics,Sofa,1804,New,Cash,9,9545,24207,17,-14662,-153.61
505,2023-05-20,Hyderabad,North,Electronics,Table,1477,New,Card,6,41247,19713,22,21534,52.21
506,2023-05-21,Chennai,North,Groceries,Mobile,1754,Returning,Net Banking,7,39023,10901,3,28122,72.07
507,2023-05-22,Mumbai,South,Groceries,Sofa,1478,Returning,Card,5,19269,22846,16,-3577,-18.56
508,2023-05-23,Mumbai,South,Groceries,Rice,1831,Returning,Net Banking,9,38830,21696,28,17134,44.13
509,2023-05-24,Delhi,South,Furniture,Table,1649,Returning,UPI,4,8066,24148,4,-16082,-199.38
510,2023-05-25,Chennai,West,Groceries,Shirt,1590,New,UPI,6,11712,26476,2,-14764,-126.06
511,2023-05-26,Hyderabad,West,Clothing,Mobile,1681,New,UPI,5,16991,9258,3,7733,45.51
512,2023-05-27,Mumbai,South,Furniture,Table,1634,New,Card,1,36790,1973,22,34817,94.64
513,2023-05-28,Chennai,North,Electronics,Laptop,1687,New,Card,5,22649,13781,4,8868,39.15
514,2023-05-29,Mumbai,West,Electronics,Mobile,1299,New,Net Banking,5,35315,16464,13,18851,53.38
515,2023-05-30,Mumbai,South,Electronics,Table,1081,Returning,Net Banking,9,31806,18871,14,12935,40.67
516,2023-05-31,Hyderabad,North,Furniture,Laptop,1086,New,Net Banking,1,13210,28863,19,-15653,-118.49
517,2023-06-01,Bangalore,West,Clothing,Mobile,1224,Returning,Net Banking,5,37972,12557,16,25415,66.93
518,2023-06-02,Delhi,North,Groceries,Laptop,1015,New,Cash,7,41358,8173,5,33185,80.24
519,2023-06-03,Delhi,North,Groceries,Laptop,1821,Returning,UPI,6,35136,20144,26,14992,42.67
520,2023-06-04,Hyderabad,North,Electronics,Mobile,1357,New,Cash,6,45297,28623,9,16674,36.81
521,2023-06-05,Mumbai,North,Electronics,Mobile,1162,Returning,Cash,7,16945,24374,21,-7429,-43.84
522,2023-06-06,Chennai,West,Furniture,Laptop,1609,New,Cash,6,30665,23623,22,7042,22.96
523,2023-06-07,Mumbai,West,Clothing,Rice,1667,New,Cash,5,43477,14781,15,28696,66.0
524,2023-06-08,Hyderabad,West,Groceries,Mobile,1513,New,UPI,5,14644,3751,16,10893,74.39
525,2023-06-09,Delhi,South,Furniture,Table,1349,New,Cash,9,5917,22789,13,-16872,-285.14
526,2023-06-10,Mumbai,West,Groceries,Sofa,1908,Returning,Net Banking,8,20868,22184,19,-1316,-6.31
527,2023-06-11,Delhi,North,Electronics,Shirt,1680,New,Card,4,12877,5554,11,7323,56.87
528,2023-06-12,Chennai,West,Groceries,Laptop,1463,Returning,Net Banking,4,14224,2216,8,12008,84.42
529,2023-06-13,Delhi,North,Clothing,Laptop,1826,New,Card,5,4052,9704,14,-5652,-139.49
530,2023-06-14,Delhi,South,Clothing,Shirt,1836,Returning,Net Banking,3,28272,14606,11,13666,48.34
531,2023-06-15,Bangalore,North,Electronics,Rice,1374,New,Net Banking,8,42150,1810,13,40340,95.71
532,2023-06-16,Bangalore,North,Clothing,Shirt,1091,New,Card,7,31668,29646,25,2022,6.38
533,2023-06-17,Bangalore,North,Clothing,Mobile,1180,Returning,UPI,5,18316,17501,21,815,4.45
534,2023-06-18,Delhi,South,Furniture,Shirt,1742,New,Cash,3,8240,29812,17,-21572,-261.8
535,2023-06-19,Hyderabad,West,Groceries,Laptop,1300,New,Net Banking,5,32559,16382,19,16177,49.69
536,2023-06-20,Delhi,West,Electronics,Shirt,1659,Returning,UPI,3,4238,4757,5,-519,-12.25
537,2023-06-21,Hyderabad,South,Electronics,Sofa,1791,New,Cash,5,44175,16346,3,27829,63.0
538,2023-06-22,Hyderabad,North,Electronics,Table,1188,Returning,UPI,1,1565,22983,25,-21418,-1368.56
539,2023-06-23,Bangalore,West,Electronics,Mobile,1858,New,UPI,6,22762,27058,22,-4296,-18.87
540,2023-06-24,Mumbai,South,Electronics,Shirt,1861,Returning,Cash,4,6558,10920,11,-4362,-66.51
541,2023-06-25,Chennai,West,Clothing,Laptop,1313,Returning,Net Banking,4,17375,13512,12,3863,22.23
542,2023-06-26,Bangalore,South,Furniture,Table,1492,Returning,UPI,8,26710,968,18,25742,96.38
543,2023-06-27,Bangalore,North,Electronics,Mobile,1922,Returning,Net Banking,2,12103,6405,21,5698,47.08
544,2023-06-28,Mumbai,West,Furniture,Laptop,1921,New,Net Banking,4,16174,12808,12,3366,20.81
545,2023-06-29,Chennai,South,Furniture,Rice,1127,New,Net Banking,2,42490,16134,11,26356,62.03
546,2023-06-30,Delhi,West,Clothing,Sofa,1518,Returning,Cash,1,22793,29431,19,-6638,-29.12
547,2023-07-01,Delhi,West,Electronics,Rice,1425,New,Card,3,28597,15301,2,13296,46.49
548,2023-07-02,Bangalore,West,Clothing,Sofa,1558,New,Net Banking,8,9753,18023,27,-8270,-84.79
549,2023-07-03,Chennai,West,Electronics,Shirt,1564,New,Card,6,39397,10128,2,29269,74.29
550,2023-07-04,Bangalore,South,Clothing,Mobile,1186,Returning,Card,7,7318,9228,13,-1910,-26.1
551,2023-07-05,Hyderabad,North,Furniture,Shirt,1549,New,UPI,2,34069,17835,17,16234,47.65
552,2023-07-06,Bangalore,South,Electronics,Sofa,1452,New,Net Banking,6,21151,24896,26,-3745,-17.71
553,2023-07-07,Bangalore,South,Groceries,Sofa,1470,Returning,Net Banking,8,41274,11505,18,29769,72.13
554,2023-07-08,Delhi,South,Furniture,Sofa,1987,New,Net Banking,8,9701,19890,28,-10189,-105.03
555,2023-07-09,Delhi,North,Groceries,Table,1737,Returning,Card,4,7962,29070,27,-21108,-265.11
556,2023-07-10,Delhi,West,Furniture,Laptop,1564,Returning,Cash,6,39197,22959,29,16238,41.43
557,2023-07-11,Hyderabad,West,Clothing,Mobile,1910,Returning,Card,5,49634,8390,9,41244,83.1
558,2023-07-12,Delhi,West,Electronics,Shirt,1223,New,Net Banking,9,31041,26916,16,4125,13.29
559,2023-07-13,Chennai,North,Furniture,Shirt,1153,New,Net Banking,8,8248,22836,14,-14588,-176.87
560,2023-07-14,Mumbai,West,Clothing,Rice,1559,Returning,Net Banking,2,20829,7577,18,13252,63.62
561,2023-07-15,Chennai,North,Electronics,Sofa,1350,Returning,Card,7,3203,25926,8,-22723,-709.43
562,2023-07-16,Chennai,West,Electronics,Sofa,1146,Returning,Net Banking,7,26370,2471,3,23899,90.63
563,2023-07-17,Delhi,West,Furniture,Sofa,1904,Returning,UPI,1,36247,14068,14,22179,61.19
564,2023-07-18,Mumbai,South,Electronics,Shirt,1575,Returning,Net Banking,1,11386,1691,18,9695,85.15
565,2023-07-19,Mumbai,North,Furniture,Rice,1348,Returning,Cash,4,1434,20804,15,-19370,-1350.77
566,2023-07-20,Mumbai,South,Electronics,Laptop,1181,New,UPI,5,43998,13320,7,30678,69.73
567,2023-07-21,Hyderabad,South,Groceries,Table,1636,Returning,Net Banking,4,35474,8265,16,27209,76.7
568,2023-07-22,Delhi,South,Clothing,Mobile,1178,Returning,UPI,7,25644,10754,20,14890,58.06
569,2023-07-23,Mumbai,North,Groceries,Laptop,1038,Returning,Net Banking,3,39493,23077,0,16416,41.57
570,2023-07-24,Hyderabad,North,Furniture,Shirt,1771,New,Cash,7,19288,3546,6,15742,81.62
571,2023-07-25,Bangalore,West,Groceries,Table,1893,New,Net Banking,8,4959,29475,20,-24516,-494.37
572,2023-07-26,Bangalore,South,Furniture,Table,1002,New,UPI,6,48289,12250,17,36039,74.63
573,2023-07-27,Hyderabad,West,Electronics,Table,1063,New,Cash,6,12143,13203,11,-1060,-8.73
574,2023-07-28,Hyderabad,South,Electronics,Sofa,1028,Returning,Card,8,40593,17188,15,23405,57.66
575,2023-07-29,Delhi,North,Furniture,Mobile,1371,New,Cash,8,40115,23223,29,16892,42.11
576,2023-07-30,Delhi,North,Groceries,Shirt,1522,Returning,Cash,7,46609,8543,0,38066,81.67
577,2023-07-31,Bangalore,North,Electronics,Shirt,1096,Returning,Cash,6,23540,5408,26,18132,77.03
578,2023-08-01,Mumbai,South,Clothing,Table,1869,Returning,UPI,6,36481,27923,14,8558,23.46
579,2023-08-02,Bangalore,North,Electronics,Shirt,1441,Returning,Cash,6,30969,11127,6,19842,64.07
580,2023-08-03,Mumbai,South,Clothing,Mobile,1202,Returning,Net Banking,8,12561,3304,27,9257,73.7
581,2023-08-04,Mumbai,West,Groceries,Mobile,1410,Returning,Cash,1,23578,10676,16,12902,54.72
582,2023-08-05,Delhi,South,Clothing,Rice,1992,New,Cash,5,13787,4436,2,9351,67.82
583,2023-08-06,Chennai,West,Clothing,Rice,1020,New,Net Banking,3,7512,17596,10,-10084,-134.24
584,2023-08-07,Chennai,South,Clothing,Laptop,1550,New,Net Banking,8,11596,23732,5,-12136,-104.66
585,2023-08-08,Hyderabad,West,Clothing,Mobile,1734,New,Card,6,32746,27971,5,4775,14.58
586,2023-08-09,Delhi,North,Electronics,Mobile,1101,New,Cash,2,20930,10373,14,10557,50.44
587,2023-08-10,Mumbai,West,Clothing,Mobile,1045,Returning,UPI,7,48950,26409,6,22541,46.05
588,2023-08-11,Chennai,North,Electronics,Rice,1065,New,Cash,7,31201,11890,10,19311,61.89
589,2023-08-12,Mumbai,North,Clothing,Table,1602,New,Cash,5,19687,8866,29,10821,54.97
590,2023-08-13,Chennai,West,Furniture,Table,1163,New,Net Banking,8,36989,20089,26,16900,45.69
591,2023-08-14,Chennai,South,Groceries,Shirt,1970,Returning,Card,5,31183,22069,16,9114,29.23
592,2023-08-15,Chennai,South,Clothing,Table,1110,Returning,Cash,1,21758,26492,22,-4734,-21.76
593,2023-08-16,Delhi,South,Furniture,Sofa,1337,Returning,UPI,9,2082,27063,17,-24981,-1199.86
594,2023-08-17,Bangalore,South,Clothing,Rice,1122,New,Cash,4,42405,15114,21,27291,64.36
595,2023-08-18,Mumbai,South,Clothing,Mobile,1704,New,UPI,2,31832,29929,28,1903,5.98
596,2023-08-19,Delhi,North,Clothing,Table,1446,New,Net Banking,4,46891,7006,23,39885,85.06
597,2023-08-20,Delhi,South,Furniture,Rice,1610,New,Card,9,46810,18656,28,28154,60.15
598,2023-08-21,Delhi,North,Groceries,Table,1290,New,Cash,2,47901,29342,20,18559,38.74
599,2023-08-22,Delhi,North,Furniture,Laptop,1670,Returning,Card,4,18976,17958,25,1018,5.36
600,2023-08-23,Delhi,North,Groceries,Mobile,1411,New,Cash,2,39376,22331,18,17045,43.29
601,2023-08-24,Hyderabad,West,Clothing,Laptop,1614,Returning,UPI,5,6526,29836,26,-23310,-357.19
602,2023-08-25,Mumbai,West,Electronics,Mobile,1896,New,Card,3,32086,9283,7,22803,71.07
603,2023-08-26,Delhi,North,Clothing,Rice,1280,Returning,Cash,2,22563,11670,23,10893,48.28
604,2023-08-27,Mumbai,West,Groceries,Shirt,1042,Returning,Net Banking,9,7472,22148,19,-14676,-196.41
605,2023-08-28,Hyderabad,South,Furniture,Table,1485,Returning,UPI,5,3775,15109,7,-11334,-300.24
606,2023-08-29,Hyderabad,South,Clothing,Table,1595,Returning,Card,5,16828,7822,20,9006,53.52
607,2023-08-30,Mumbai,North,Furniture,Sofa,1962,New,Cash,1,45776,12674,28,33102,72.31
608,2023-08-31,Chennai,South,Furniture,Laptop,1702,New,Card,6,18974,23535,10,-4561,-24.04
609,2023-09-01,Bangalore,North,Furniture,Table,1050,New,Cash,7,23388,16708,20,6680,28.56
610,2023-09-02,Chennai,North,Clothing,Rice,1897,Returning,UPI,1,16055,2910,2,13145,81.87
611,2023-09-03,Chennai,South,Furniture,Shirt,1209,New,Net Banking,9,19615,14136,22,5479,27.93
612,2023-09-04,Chennai,West,Furniture,Rice,1125,New,UPI,8,38886,9539,26,29347,75.47
613,2023-09-05,Delhi,South,Clothing,Laptop,1491,New,Card,8,23838,15490,13,8348,35.02
614,2023-09-06,Hyderabad,South,Furniture,Sofa,1508,New,Card,7,41728,6941,26,34787,83.37
615,2023-09-07,Chennai,North,Clothing,Table,1959,Returning,Cash,5,13464,9185,8,4279,31.78
616,2023-09-08,Hyderabad,North,Groceries,Rice,1969,Returning,UPI,3,41364,25621,24,15743,38.06
617,2023-09-09,Mumbai,North,Groceries,Mobile,1580,New,Cash,9,8240,14278,0,-6038,-73.28
618,2023-09-10,Bangalore,North,Groceries,Shirt,1776,New,UPI,7,5942,13691,0,-7749,-130.41
619,2023-09-11,Mumbai,West,Furniture,Rice,1257,New,Card,8,20622,27362,25,-6740,-32.68
620,2023-09-12,Mumbai,West,Electronics,Shirt,1929,Returning,Cash,6,14536,27773,27,-13237,-91.06
621,2023-09-13,Delhi,West,Electronics,Table,1187,Returning,Cash,5,2600,28913,11,-26313,-1012.04
622,2023-09-14,Bangalore,North,Furniture,Mobile,1229,Returning,UPI,8,6700,10232,10,-3532,-52.72
623,2023-09-15,Mumbai,North,Electronics,Sofa,1188,New,Net Banking,3,39839,25959,20,13880,34.84
624,2023-09-16,Mumbai,North,Clothing,Sofa,1414,Returning,UPI,7,11248,4456,0,6792,60.38
625,2023-09-17,Bangalore,West,Electronics,Mobile,1009,Returning,Net Banking,2,46291,7053,19,39238,84.76
626,2023-09-18,Bangalore,North,Furniture,Shirt,1113,Returning,UPI,3,18093,23753,11,-5660,-31.28
627,2023-09-19,Mumbai,South,Furniture,Table,1075,Returning,Card,2,20355,24415,16,-4060,-19.95
628,2023-09-20,Bangalore,South,Clothing,Rice,1675,Returning,Cash,5,18177,19978,14,-1801,-9.91
629,2023-09-21,Mumbai,North,Groceries,Mobile,1501,New,UPI,7,20483,2865,1,17618,86.01
630,2023-09-22,Mumbai,South,Furniture,Laptop,1084,New,Card,1,44815,7168,17,37647,84.01
631,2023-09-23,Delhi,South,Clothing,Shirt,1048,New,UPI,9,39533,5500,15,34033,86.09
632,2023-09-24,Chennai,West,Electronics,Sofa,1494,New,Cash,1,1026,24804,3,-23778,-2317.54
633,2023-09-25,Mumbai,North,Electronics,Mobile,1837,Returning,UPI,1,40461,20231,7,20230,50.0
634,2023-09-26,Hyderabad,North,Clothing,Sofa,1688,New,Net Banking,8,22706,28147,1,-5441,-23.96
635,2023-09-27,Chennai,West,Clothing,Shirt,1386,New,Cash,6,25660,4175,13,21485,83.73
636,2023-09-28,Chennai,South,Furniture,Sofa,1969,New,Net Banking,6,40377,13407,24,26970,66.8
637,2023-09-29,Chennai,South,Electronics,Mobile,1388,Returning,Card,9,43082,17836,14,25246,58.6
638,2023-09-30,Delhi,North,Clothing,Shirt,1217,New,Card,4,17258,20184,27,-2926,-16.95
639,2023-10-01,Mumbai,South,Electronics,Laptop,1700,Returning,UPI,8,39077,28811,8,10266,26.27
640,2023-10-02,Delhi,West,Clothing,Mobile,1980,Returning,Net Banking,4,33779,20063,1,13716,40.61
641,2023-10-03,Mumbai,West,Electronics,Rice,1345,Returning,Net Banking,2,25154,15636,16,9518,37.84
642,2023-10-04,Delhi,North,Groceries,Table,1229,New,Cash,8,30684,11655,25,19029,62.02
643,2023-10-05,Delhi,West,Furniture,Mobile,1254,Returning,Net Banking,7,16389,12719,9,3670,22.39
644,2023-10-06,Hyderabad,West,Electronics,Shirt,1235,New,Net Banking,4,27324,3747,8,23577,86.29
645,2023-10-07,Delhi,North,Groceries,Table,1025,New,Cash,9,28685,4915,1,23770,82.87
646,2023-10-08,Bangalore,West,Electronics,Mobile,1583,New,Cash,9,28195,20241,23,7954,28.21
647,2023-10-09,Hyderabad,West,Electronics,Laptop,1260,Returning,Net Banking,8,22797,6972,29,15825,69.42
648,2023-10-10,Delhi,West,Groceries,Laptop,1765,Returning,UPI,1,47439,22880,18,24559,51.77
649,2023-10-11,Chennai,South,Electronics,Rice,1270,New,Cash,7,6774,5348,16,1426,21.05
650,2023-10-12,Bangalore,North,Electronics,Sofa,1122,Returning,Cash,5,32633,27780,10,4853,14.87
651,2023-10-13,Bangalore,North,Furniture,Table,1655,Returning,Net Banking,7,1796,22359,16,-20563,-1144.93
652,2023-10-14,Bangalore,North,Groceries,Shirt,1256,Returning,Net Banking,9,41047,1537,9,39510,96.26
653,2023-10-15,Hyderabad,South,Groceries,Shirt,1655,New,Cash,2,29389,16134,17,13255,45.1
654,2023-10-16,Delhi,South,Clothing,Sofa,1420,Returning,Net Banking,4,8188,8762,22,-574,-7.01
655,2023-10-17,Delhi,North,Electronics,Laptop,1258,Returning,Cash,4,24696,11566,27,13130,53.17
656,2023-10-18,Chennai,South,Furniture,Laptop,1947,New,UPI,2,3024,16054,5,-13030,-430.89
657,2023-10-19,Chennai,North,Electronics,Mobile,1046,Returning,UPI,3,8666,7508,15,1158,13.36
658,2023-10-20,Bangalore,South,Electronics,Rice,1862,New,Cash,8,36985,22815,27,14170,38.31
659,2023-10-21,Chennai,West,Clothing,Table,1524,Returning,Cash,9,7584,15763,26,-8179,-107.85
660,2023-10-22,Hyderabad,West,Electronics,Rice,1887,Returning,Card,6,26462,16738,17,9724,36.75
661,2023-10-23,Delhi,North,Furniture,Rice,1207,Returning,Card,2,28044,6142,19,21902,78.1
662,2023-10-24,Bangalore,South,Furniture,Mobile,1310,Returning,Net Banking,2,6285,16989,17,-10704,-170.31
663,2023-10-25,Chennai,South,Clothing,Rice,1746,Returning,Net Banking,7,8370,17653,0,-9283,-110.91
664,2023-10-26,Hyderabad,West,Electronics,Sofa,1148,Returning,Cash,8,18903,27085,27,-8182,-43.28
665,2023-10-27,Hyderabad,West,Furniture,Mobile,1833,New,Cash,8,33499,19824,2,13675,40.82
666,2023-10-28,Chennai,South,Electronics,Sofa,1437,Returning,Card,6,33368,15031,14,18337,54.95
667,2023-10-29,Delhi,South,Electronics,Mobile,1154,Returning,Card,8,23995,10884,19,13111,54.64
668,2023-10-30,Chennai,South,Electronics,Rice,1677,Returning,Cash,1,40624,16836,9,23788,58.56
669,2023-10-31,Bangalore,South,Clothing,Sofa,1089,New,UPI,9,36200,24783,20,11417,31.54
670,2023-11-01,Chennai,South,Electronics,Sofa,1697,New,UPI,1,23841,14161,4,9680,40.6
671,2023-11-02,Hyderabad,South,Furniture,Sofa,1829,New,Net Banking,3,5866,12187,14,-6321,-107.76
672,2023-11-03,Chennai,North,Electronics,Mobile,1357,Returning,Cash,9,14566,23498,22,-8932,-61.32
673,2023-11-04,Delhi,South,Furniture,Shirt,1173,Returning,Cash,5,38822,22689,13,16133,41.56
674,2023-11-05,Mumbai,West,Electronics,Rice,1216,New,Net Banking,9,42876,29387,14,13489,31.46
675,2023-11-06,Chennai,North,Furniture,Sofa,1906,New,Card,9,29552,13904,9,15648,52.95
676,2023-11-07,Delhi,South,Furniture,Table,1455,New,Card,6,35549,4855,23,30694,86.34
677,2023-11-08,Delhi,West,Electronics,Shirt,1775,Returning,UPI,1,25914,1433,8,24481,94.47
678,2023-11-09,Hyderabad,North,Electronics,Table,1608,New,Cash,7,44830,9266,11,35564,79.33
679,2023-11-10,Delhi,West,Furniture,Rice,1628,Returning,Card,6,45542,22544,6,22998,50.5
680,2023-11-11,Delhi,South,Groceries,Rice,1198,Returning,UPI,9,23333,6406,4,16927,72.55
681,2023-11-12,Delhi,South,Clothing,Sofa,1831,Returning,UPI,7,16958,29006,24,-12048,-71.05
682,2023-11-13,Delhi,South,Groceries,Sofa,1485,New,UPI,4,21954,13072,23,8882,40.46
683,2023-11-14,Bangalore,South,Groceries,Mobile,1532,Returning,Card,7,10638,12779,9,-2141,-20.13
684,2023-11-15,Bangalore,North,Electronics,Shirt,1199,New,Card,2,35147,11223,24,23924,68.07
685,2023-11-16,Hyderabad,North,Clothing,Shirt,1370,New,Cash,6,10675,22934,25,-12259,-114.84
686,2023-11-17,Chennai,West,Groceries,Sofa,1958,New,Cash,6,25054,11111,7,13943,55.65
687,2023-11-18,Delhi,South,Electronics,Rice,1852,New,UPI,2,44034,8761,21,35273,80.1
688,2023-11-19,Chennai,West,Groceries,Sofa,1447,Returning,UPI,4,32661,4974,19,27687,84.77
689,2023-11-20,Chennai,North,Groceries,Rice,1247,Returning,Card,8,18184,26378,24,-8194,-45.06
690,2023-11-21,Hyderabad,South,Electronics,Rice,1787,Returning,Card,8,48963,28890,15,20073,41.0
691,2023-11-22,Delhi,South,Electronics,Sofa,1263,Returning,Cash,8,26822,27425,11,-603,-2.25
692,2023-11-23,Delhi,North,Electronics,Laptop,1057,New,Cash,8,11929,17138,8,-5209,-43.67
693,2023-11-24,Mumbai,North,Clothing,Shirt,1301,New,Net Banking,1,6267,26783,9,-20516,-327.37
694,2023-11-25,Chennai,North,Groceries,Table,1030,New,Cash,2,37025,23971,15,13054,35.26
695,2023-11-26,Chennai,North,Electronics,Rice,1497,New,Card,4,13069,5287,9,7782,59.55
696,2023-11-27,Bangalore,North,Furniture,Rice,1248,Returning,UPI,9,1981,14075,8,-12094,-610.5
697,2023-11-28,Mumbai,South,Groceries,Laptop,1604,New,Net Banking,3,44436,8362,29,36074,81.18
698,2023-11-29,Bangalore,North,Furniture,Table,1776,Returning,Cash,6,19472,25909,25,-6437,-33.06
699,2023-11-30,Bangalore,South,Clothing,Mobile,1270,New,Cash,7,20336,11456,2,8880,43.67
700,2023-12-01,Bangalore,South,Electronics,Laptop,1605,New,Card,8,26587,11163,26,15424,58.01
701,2023-12-02,Hyderabad,North,Furniture,Table,1665,New,Net Banking,7,12656,16620,27,-3964,-31.32
702,2023-12-03,Hyderabad,North,Clothing,Laptop,1393,New,Cash,3,28326,23240,18,5086,17.96
703,2023-12-04,Bangalore,South,Electronics,Rice,1796,Returning,UPI,6,19510,4242,10,15268,78.26
704,2023-12-05,Mumbai,North,Furniture,Shirt,1501,Returning,Card,5,41831,2535,5,39296,93.94
705,2023-12-06,Chennai,North,Furniture,Laptop,1591,Returning,Net Banking,4,19975,2467,5,17508,87.65
706,2023-12-07,Mumbai,North,Clothing,Mobile,1803,Returning,Cash,1,10665,25175,14,-14510,-136.05
707,2023-12-08,Delhi,West,Electronics,Sofa,1083,New,Cash,7,28097,2352,28,25745,91.63
708,2023-12-09,Hyderabad,South,Electronics,Table,1364,New,Net Banking,8,26741,20067,14,6674,24.96
709,2023-12-10,Chennai,West,Furniture,Laptop,1885,Returning,Card,2,7437,11047,12,-3610,-48.54
710,2023-12-11,Chennai,North,Furniture,Laptop,1548,Returning,Net Banking,7,26185,7118,21,19067,72.82
711,2023-12-12,Delhi,West,Furniture,Mobile,1341,New,Net Banking,6,11375,14359,4,-2984,-26.23
712,2023-12-13,Delhi,North,Electronics,Shirt,1838,New,Card,5,28107,8803,13,19304,68.68
713,2023-12-14,Bangalore,West,Clothing,Laptop,1406,Returning,Cash,4,31484,11850,20,19634,62.36
714,2023-12-15,Hyderabad,North,Clothing,Laptop,1424,Returning,UPI,2,36629,17066,1,19563,53.41
715,2023-12-16,Hyderabad,West,Electronics,Shirt,1743,Returning,Card,6,46610,23624,29,22986,49.32
716,2023-12-17,Mumbai,West,Groceries,Mobile,1092,New,UPI,5,26835,28928,22,-2093,-7.8
717,2023-12-18,Bangalore,West,Clothing,Table,1847,Returning,Cash,2,30743,664,11,30079,97.84
718,2023-12-19,Bangalore,South,Furniture,Table,1613,Returning,Net Banking,7,31917,7458,19,24459,76.63
719,2023-12-20,Bangalore,West,Groceries,Laptop,1411,Returning,UPI,6,39995,2637,13,37358,93.41
720,2023-12-21,Bangalore,South,Groceries,Shirt,1431,Returning,Cash,9,12424,10715,18,1709,13.76
721,2023-12-22,Hyderabad,North,Clothing,Laptop,1677,Returning,Cash,5,10643,17338,23,-6695,-62.91
722,2023-12-23,Hyderabad,West,Groceries,Sofa,1158,New,Net Banking,9,11310,19169,19,-7859,-69.49
723,2023-12-24,Bangalore,North,Groceries,Table,1013,Returning,Net Banking,9,19951,24730,14,-4779,-23.95
724,2023-12-25,Mumbai,North,Clothing,Rice,1372,New,Cash,1,27568,21706,26,5862,21.26
725,2023-12-26,Chennai,West,Clothing,Sofa,1224,Returning,Cash,5,16233,17425,19,-1192,-7.34
726,2023-12-27,Chennai,South,Groceries,Laptop,1504,Returning,UPI,9,14200,6533,23,7667,53.99
727,2023-12-28,Mumbai,West,Furniture,Mobile,1072,Returning,Cash,7,22548,3165,16,19383,85.96
728,2023-12-29,Bangalore,North,Electronics,Table,1248,New,Cash,6,11532,27525,24,-15993,-138.68
729,2023-12-30,Hyderabad,North,Groceries,Rice,1510,New,UPI,6,24465,24033,13,432,1.77
730,2023-12-31,Chennai,West,Groceries,Sofa,1602,New,Card,7,22291,13629,22,8662,38.86
731,2024-01-01,Delhi,South,Furniture,Table,1215,Returning,UPI,1,43448,22682,27,20766,47.8
732,2024-01-02,Delhi,South,Groceries,Shirt,1972,Returning,UPI,4,31580,12625,17,18955,60.02
733,2024-01-03,Mumbai,North,Groceries,Mobile,1601,New,Net Banking,1,27149,22669,26,4480,16.5
734,2024-01-04,Bangalore,North,Electronics,Sofa,1540,New,UPI,6,22346,27962,27,-5616,-25.13
735,2024-01-05,Chennai,South,Electronics,Shirt,1946,Returning,Cash,4,11619,21498,21,-9879,-85.02
736,2024-01-06,Bangalore,West,Electronics,Laptop,1816,New,Cash,1,40918,21176,23,19742,48.25
737,2024-01-07,Chennai,North,Clothing,Shirt,1938,Returning,Cash,9,2766,28980,26,-26214,-947.72
738,2024-01-08,Mumbai,South,Clothing,Sofa,1987,New,Card,4,4549,6689,4,-2140,-47.04
739,2024-01-09,Mumbai,North,Electronics,Sofa,1219,New,Cash,6,19693,23557,21,-3864,-19.62
740,2024-01-10,Delhi,West,Electronics,Laptop,1839,New,Card,7,32922,14208,11,18714,56.84
741,2024-01-11,Bangalore,South,Clothing,Shirt,1726,Returning,Cash,8,43402,18572,9,24830,57.21
742,2024-01-12,Delhi,North,Furniture,Shirt,1220,Returning,UPI,9,35744,5595,7,30149,84.35
743,2024-01-13,Bangalore,West,Groceries,Laptop,1388,New,Net Banking,9,49328,14909,28,34419,69.78
744,2024-01-14,Delhi,North,Groceries,Shirt,1553,Returning,Cash,8,13165,8083,5,5082,38.6
745,2024-01-15,Hyderabad,West,Electronics,Table,1646,Returning,Card,3,24564,24708,27,-144,-0.59
746,2024-01-16,Hyderabad,West,Furniture,Laptop,1041,Returning,Card,2,36258,2137,24,34121,94.11
747,2024-01-17,Hyderabad,South,Clothing,Mobile,1675,Returning,Net Banking,5,26301,15170,14,11131,42.32
748,2024-01-18,Hyderabad,West,Electronics,Sofa,1872,New,Cash,1,45763,6466,11,39297,85.87
749,2024-01-19,Chennai,North,Furniture,Mobile,1282,Returning,UPI,3,21765,29804,24,-8039,-36.94
750,2024-01-20,Hyderabad,West,Furniture,Table,1057,Returning,Cash,1,45787,5170,24,40617,88.71
751,2024-01-21,Mumbai,West,Furniture,Table,1813,New,Cash,3,8425,29158,5,-20733,-246.09
